id_usuario,nome,idade,cep,data_de_nascimento,renda,bairro,cidade
3099,Marcos Vinicius Cirino,50,03600-189,1974-08-22,2572.76,Pinheiros,São Paulo
3100,Isabela Cassiano,53,03310-782,1972-03-23,2236.22,Itaim Bibi,São Paulo
3101,Bento Jesus,30,01234-659,1994-08-21,17070.99,Itaim Bibi,São Paulo
3102,Sr. Diogo Machado,43,04888-738,1981-07-05,1787.95,Pinheiros,São Paulo
3103,Sr. Thomas Fogaça,59,04438-753,1965-11-30,1983.62,Pinheiros,São Paulo
3104,Mariane Oliveira,26,02498-525,1999-04-21,8697.58,Boa Vista,São Paulo
3105,Ísis Pimenta,44,02865-013,1980-10-16,10451.98,Vila Nova Conceição,São Paulo
3106,Alícia Silva,27,01174-881,1997-12-25,2488.92,Bela Vista,São Paulo
3107,Larissa da Cunha,70,04256-006,1955-03-22,10056.35,Boa Vista,São Paulo
3108,Sra. Gabriela Vieira,22,05958-293,2003-03-25,9771.97,Itaim Bibi,São Paulo
3109,Eloá da Paz,57,01813-450,1967-06-18,10181.69,Bela Vista,São Paulo
3110,João Guilherme Sampaio,61,05776-003,1963-12-25,2038.47,Santana,São Paulo
3111,Sra. Melissa da Mota,61,01104-744,1963-12-04,2139.6,Liberdade,São Paulo
3112,Bella Sá,39,04635-062,1985-10-06,8681.89,Liberdade,São Paulo
3113,Rhavi Oliveira,59,02176-820,1966-02-17,10805.76,Bela Vista,São Paulo
3114,Gustavo Moreira,25,05137-968,1999-07-18,8067.11,Liberdade,São Paulo
3115,João Pedro da Mota,62,04412-025,1963-01-03,7787.0,Boa Vista,São Paulo
3116,Marcelo Santos,29,02867-469,1996-04-18,2031.28,Liberdade,São Paulo
3117,Maya Vieira,46,01404-596,1979-04-28,13829.49,Boa Vista,São Paulo
3118,Joaquim Rodrigues,47,04649-280,1977-07-17,11253.0,Vila Nova Conceição,São Paulo
3119,Dra. Allana Almeida,52,03638-990,1973-02-10,2276.86,Mooca,São Paulo
3120,Dr. Davi Lucca Nogueira,63,05560-250,1962-04-20,2185.33,Mooca,São Paulo
3121,Bernardo Fogaça,23,05540-836,2001-09-03,1872.25,Vila Nova Conceição,São Paulo
3122,Eloá da Mata,69,03913-245,1955-06-01,9525.89,Bela Vista,São Paulo
3123,Calebe Costela,37,04406-609,1987-09-24,2666.13,Mooca,São Paulo
3124,Pedro Pires,44,02492-553,1980-05-30,2745.58,Mooca,São Paulo
3125,Pedro Camargo,26,04560-738,1999-01-23,16690.91,Boa Vista,São Paulo
3126,Erick Camargo,30,01978-997,1995-01-17,1970.5,Itaim Bibi,São Paulo
3127,Thales Lima,67,02240-245,1958-04-17,12387.2,Itaim Bibi,São Paulo
3128,Guilherme Andrade,59,03891-865,1965-05-16,9571.69,Pinheiros,São Paulo
3129,Alexandre Peixoto,30,03440-939,1994-06-20,3286.2,Jardim América,São Paulo
3130,Murilo Andrade,43,03355-711,1982-03-23,12500.51,Boa Vista,São Paulo
3131,Arthur Gabriel Macedo,25,04100-987,1999-07-15,2878.1,Santana,São Paulo
3132,Lívia Ribeiro,52,02117-775,1972-08-31,10408.97,Pinheiros,São Paulo
3133,Danilo Melo,47,02714-339,1977-12-01,2467.43,Itaim Bibi,São Paulo
3134,Eduarda Sá,56,02468-245,1968-07-07,13324.16,Pinheiros,São Paulo
3135,Davi Lucca Barbosa,28,03723-106,1996-05-14,2004.67,Mooca,São Paulo
3136,Ana Laura da Cruz,57,04035-248,1967-11-15,2073.63,Itaim Bibi,São Paulo
3137,Bella Viana,43,03968-978,1981-10-26,13270.77,Mooca,São Paulo
3138,Bento Castro,19,03104-586,2005-10-30,13050.23,Itaim Bibi,São Paulo
3139,Breno Fernandes,54,02918-685,1970-07-14,2007.97,Bela Vista,São Paulo
3140,Olivia da Costa,23,03772-632,2001-05-26,3055.22,Itaim Bibi,São Paulo
3141,Maria Laura da Cunha,28,02924-994,1997-01-10,2787.37,Santana,São Paulo
3142,Helena Ribeiro,28,05571-299,1996-11-08,15580.54,Itaim Bibi,São Paulo
3143,Lucas Gabriel Rezende,50,04096-790,1974-11-18,9473.42,Boa Vista,São Paulo
3144,Maria Flor Cirino,46,04529-581,1978-05-14,3751.94,Boa Vista,São Paulo
3145,Srta. Luara Martins,36,04121-536,1989-02-08,9665.62,Vila Nova Conceição,São Paulo
3146,Sra. Emanuelly Gonçalves,31,05168-104,1993-09-12,2633.71,Liberdade,São Paulo
3147,Maria Alice Rios,44,03221-062,1981-01-08,7634.16,Vila Nova Conceição,São Paulo
3148,Arthur Miguel Barbosa,52,01599-472,1972-05-27,9160.94,Vila Nova Conceição,São Paulo
3149,Luara Machado,48,03726-387,1976-08-22,2315.69,Bela Vista,São Paulo
3150,Alícia Almeida,60,05185-783,1965-04-21,1676.91,Pinheiros,São Paulo
3151,Cecília Barbosa,34,02091-249,1991-01-14,1832.53,Santana,São Paulo
3152,Alícia Marques,22,02587-951,2002-11-20,2293.04,Bela Vista,São Paulo
3153,Emanuel Brito,27,05338-682,1997-06-06,12350.25,Bela Vista,São Paulo
3154,Henry Gabriel Silva,61,02957-196,1964-05-03,2766.54,Santana,São Paulo
3155,Vitor Fogaça,20,02685-137,2004-06-30,2893.39,Centro,São Paulo
3156,Giovanna Câmara,35,02126-713,1989-10-03,15838.67,Mooca,São Paulo
3157,José Castro,23,02785-099,2001-11-11,1814.02,Pinheiros,São Paulo
3158,Augusto Alves,39,01927-054,1986-01-06,13346.32,Centro,São Paulo
3159,Beatriz Araújo,43,05408-725,1982-05-04,9347.42,Boa Vista,São Paulo
3160,Maria Julia Barbosa,44,03519-019,1981-02-25,7783.0,Itaim Bibi,São Paulo
3161,Anna Liz Moraes,29,04885-625,1995-05-09,1704.68,Liberdade,São Paulo
3162,Lara Jesus,68,03475-673,1956-06-22,2575.12,Santana,São Paulo
3163,Henrique Casa Grande,42,05337-941,1982-07-16,1997.4,Itaim Bibi,São Paulo
3164,Paulo Silveira,69,01700-863,1955-11-04,16041.05,Mooca,São Paulo
3165,Alexia Brito,66,04219-999,1958-10-25,12768.93,Itaim Bibi,São Paulo
3166,Sarah Fernandes,40,01277-644,1985-02-06,1968.49,Centro,São Paulo
3167,Ana Vitória Rios,52,01230-072,1973-01-27,2293.59,Centro,São Paulo
3168,Alícia Ramos,29,04775-981,1995-12-09,16634.96,Santana,São Paulo
3169,Nicole da Rosa,67,02959-462,1957-09-04,16628.21,Bela Vista,São Paulo
3170,Bernardo Nogueira,23,01236-299,2001-10-18,11192.14,Liberdade,São Paulo
3171,Henrique Nascimento,58,01497-352,1967-03-31,3057.26,Boa Vista,São Paulo
3172,Eloah Peixoto,34,05691-595,1991-05-06,14818.89,Jardim América,São Paulo
3173,Maria Luiza Garcia,65,01625-465,1959-07-10,2022.47,Mooca,São Paulo
3174,Elisa Rocha,40,05932-588,1985-03-02,2686.32,Jardim América,São Paulo
3175,Maria Fernanda da Paz,57,02899-849,1967-12-11,2425.59,Jardim América,São Paulo
3176,Henry Cirino,19,03166-429,2005-10-19,2018.49,Centro,São Paulo
3177,Yuri Nascimento,59,01586-334,1966-03-27,2174.79,Boa Vista,São Paulo
3178,Guilherme Freitas,56,01938-292,1968-07-07,2365.41,Jardim América,São Paulo
3179,Milena Vasconcelos,42,03601-849,1983-03-11,11834.21,Centro,São Paulo
3180,Júlia Lopes,58,05972-136,1967-01-15,13901.21,Bela Vista,São Paulo
3181,Otto da Cunha,45,02202-565,1979-06-21,15226.83,Mooca,São Paulo
3182,Ian Vieira,55,04287-993,1970-02-04,10674.07,Bela Vista,São Paulo
3183,Maria Fernanda Correia,42,03930-213,1982-11-02,1866.43,Vila Nova Conceição,São Paulo
3184,Fernanda Rodrigues,51,01394-774,1973-12-01,13180.0,Itaim Bibi,São Paulo
3185,Sra. Manuela Ramos,24,03028-202,2000-10-23,2399.3,Jardim América,São Paulo
3186,Ester Vargas,52,03984-487,1973-02-25,12153.78,Pinheiros,São Paulo
3187,Dra. Rebeca Pinto,43,04514-393,1981-05-31,2189.64,Pinheiros,São Paulo
3188,João Lucas Caldeira,56,02107-774,1968-07-18,2523.49,Itaim Bibi,São Paulo
3189,Mathias das Neves,34,05676-769,1990-10-19,2140.44,Pinheiros,São Paulo
3190,Camila das Neves,22,03338-283,2002-08-23,9428.14,Boa Vista,São Paulo
3191,Beatriz Gonçalves,32,05681-182,1992-11-05,2664.55,Bela Vista,São Paulo
3192,Luna Silveira,66,04274-957,1958-09-17,8585.49,Itaim Bibi,São Paulo
3193,José Ferreira,38,03444-024,1986-12-19,1836.08,Vila Nova Conceição,São Paulo
3194,Luiz Miguel Teixeira,51,01890-956,1973-08-17,1884.17,Bela Vista,São Paulo
3195,Zoe Aragão,47,01000-075,1977-12-17,10455.49,Jardim América,São Paulo
3196,Antonella Cavalcanti,30,05935-405,1994-11-29,12506.23,Boa Vista,São Paulo
3197,Ravi Lucca Guerra,30,05627-772,1995-04-17,15249.78,Jardim América,São Paulo
3198,Yan Novais,58,01290-664,1966-12-07,2425.72,Centro,São Paulo
3199,Henrique Moreira,67,04459-914,1957-08-11,7429.4,Bela Vista,São Paulo
3200,Dra. Giovanna Nascimento,25,05527-071,2000-04-07,9160.02,Bela Vista,São Paulo
3201,Lavínia Sampaio,56,01553-525,1969-01-29,8906.81,Mooca,São Paulo
3202,Anna Liz Costela,27,01843-515,1997-07-22,2813.83,Jardim América,São Paulo
3203,Aylla Camargo,48,05658-464,1976-05-31,2577.98,Jardim América,São Paulo
3204,Lucca Jesus,57,05302-006,1967-12-24,15758.66,Itaim Bibi,São Paulo
3205,Amanda Moura,31,02946-111,1993-11-01,10762.68,Vila Nova Conceição,São Paulo
3206,Larissa Sousa,31,05132-462,1993-10-09,1918.37,Liberdade,São Paulo
3207,Ryan Marques,36,02183-687,1988-05-29,1792.94,Jardim América,São Paulo
3208,Antonella Lopes,67,04472-031,1957-05-19,16567.38,Mooca,São Paulo
3209,Henry Gabriel Rezende,41,05720-189,1983-09-01,10239.05,Santana,São Paulo
3210,Sra. Esther Aparecida,44,01330-167,1980-09-05,15411.55,Bela Vista,São Paulo
3211,Lucas Gabriel Mendonça,38,03165-729,1987-01-01,7958.99,Mooca,São Paulo
3212,Elisa Sales,45,04871-800,1980-01-13,8037.85,Boa Vista,São Paulo
3213,Antônio Albuquerque,67,05926-861,1957-08-01,8898.64,Pinheiros,São Paulo
3214,Dra. Maria Júlia Porto,45,03730-130,1979-06-16,1821.19,Centro,São Paulo
3215,Clarice Cassiano,60,05849-386,1965-01-23,2484.18,Vila Nova Conceição,São Paulo
3216,Sara Silveira,24,02062-862,2001-02-08,11127.64,Itaim Bibi,São Paulo
3217,Melissa Albuquerque,62,02090-557,1962-10-27,2089.52,Centro,São Paulo
3218,Rafaela Moura,48,05105-531,1977-03-13,11030.24,Mooca,São Paulo
3219,Sr. Anthony das Neves,59,04339-722,1965-07-25,2209.59,Liberdade,São Paulo
3220,Maria Liz das Neves,18,01733-417,2006-12-23,2316.74,Mooca,São Paulo
3221,Aylla Cavalcante,26,02899-340,1998-05-20,8354.06,Liberdade,São Paulo
3222,Davi Luiz Sousa,69,04887-099,1955-09-18,3189.35,Bela Vista,São Paulo
3223,Erick Moraes,42,05429-099,1982-09-08,15270.71,Jardim América,São Paulo
3224,Sra. Luana Ferreira,53,05960-557,1971-10-27,2023.95,Bela Vista,São Paulo
3225,Maria Isis Castro,50,02848-162,1975-01-22,2282.9,Boa Vista,São Paulo
3226,Theodoro Melo,30,05465-038,1994-12-18,1864.35,Mooca,São Paulo
3227,Davi Lucca Fonseca,35,02165-536,1990-04-29,2087.5,Itaim Bibi,São Paulo
3228,Elisa Dias,38,02322-836,1987-05-07,2787.76,Bela Vista,São Paulo
3229,Cecilia Jesus,48,02225-714,1976-12-10,2334.75,Santana,São Paulo
3230,Luiza Castro,70,04052-282,1954-10-17,12608.87,Mooca,São Paulo
3231,Sophia Ferreira,55,02597-497,1969-06-24,2789.82,Itaim Bibi,São Paulo
3232,Ágatha Porto,22,02352-499,2003-01-08,12372.21,Jardim América,São Paulo
3233,Larissa Aragão,46,04666-852,1979-03-23,11499.53,Jardim América,São Paulo
3234,Bianca Araújo,64,02007-764,1961-01-01,11243.77,Pinheiros,São Paulo
3235,Stephany Cavalcanti,47,01200-826,1978-02-03,14506.96,Mooca,São Paulo
3236,Antônio Viana,23,05020-860,2001-06-17,13541.8,Boa Vista,São Paulo
3237,Emanuelly Guerra,64,04467-731,1960-11-29,1705.35,Pinheiros,São Paulo
3238,Camila Costela,58,02003-066,1967-04-21,11658.22,Jardim América,São Paulo
3239,Aurora Castro,22,02407-660,2002-07-29,1257.0,Boa Vista,São Paulo
3240,Clarice das Neves,48,04002-310,1976-05-15,2188.9,Bela Vista,São Paulo
3241,Dra. Isabelly Cavalcante,51,04249-405,1973-07-21,2842.98,Boa Vista,São Paulo
3242,Levi Aragão,63,04489-978,1961-09-10,2037.31,Liberdade,São Paulo
3243,Srta. Maya Lopes,44,02904-432,1980-09-29,15496.46,Vila Nova Conceição,São Paulo
3244,Dante Brito,48,02181-940,1976-06-27,2049.37,Vila Nova Conceição,São Paulo
3245,Guilherme Gonçalves,51,05449-344,1973-11-06,14471.96,Santana,São Paulo
3246,Srta. Kamilly Silveira,32,04332-380,1993-01-03,2387.77,Jardim América,São Paulo
3247,Apollo Sales,62,01866-138,1962-11-06,8948.71,Mooca,São Paulo
3248,Dra. Catarina Aparecida,61,03836-938,1963-12-06,1703.05,Vila Nova Conceição,São Paulo
3249,Davi Lucca Rocha,35,03942-266,1990-02-09,2113.49,Jardim América,São Paulo
3250,Luiz Otávio Leão,18,01729-803,2006-07-23,6208.83,Mooca,São Paulo
3251,Ester da Costa,35,03437-438,1989-08-16,2728.75,Santana,São Paulo
3252,Ravy Cardoso,24,03271-118,2000-06-30,2005.56,Jardim América,São Paulo
3253,João Miguel Machado,66,03055-895,1959-05-06,2908.24,Centro,São Paulo
3254,Pietro Mendonça,37,02697-575,1987-10-12,13078.85,Vila Nova Conceição,São Paulo
3255,Arthur da Paz,39,02967-283,1985-09-29,9491.55,Itaim Bibi,São Paulo
3256,Diogo da Cruz,44,03366-404,1981-05-08,11906.55,Mooca,São Paulo
3257,Luiz Fernando Novais,59,04875-925,1965-07-09,1996.97,Liberdade,São Paulo
3258,Maysa Cavalcante,57,04328-385,1968-04-13,11192.11,Boa Vista,São Paulo
3259,Milena Casa Grande,53,04960-081,1971-12-28,1779.37,Bela Vista,São Paulo
3260,Alana Abreu,44,02610-128,1981-03-18,1822.45,Santana,São Paulo
3261,Mariane das Neves,49,04243-170,1975-12-05,1931.8,Liberdade,São Paulo
3262,Caroline Garcia,33,01004-885,1991-09-19,14166.85,Mooca,São Paulo
3263,Eloah Vargas,24,04353-550,2000-11-30,2645.11,Boa Vista,São Paulo
3264,Maria Sophia Ferreira,44,03027-681,1980-09-09,10024.4,Mooca,São Paulo
3265,Antony Abreu,31,04182-232,1994-04-18,10793.67,Itaim Bibi,São Paulo
3266,Sr. Erick Borges,57,05030-393,1967-07-18,1688.26,Pinheiros,São Paulo
3267,Bella Ribeiro,44,05022-379,1981-04-11,2055.82,Jardim América,São Paulo
3268,Sofia Sampaio,64,01322-483,1960-07-15,11322.18,Pinheiros,São Paulo
3269,Luna Farias,57,04045-507,1967-10-12,1837.04,Mooca,São Paulo
3270,Davi Lucca Ribeiro,34,01832-160,1990-12-05,3422.21,Santana,São Paulo
3271,Ana Sophia Mendonça,30,02693-473,1995-03-05,11944.25,Vila Nova Conceição,São Paulo
3272,Theodoro Novaes,70,05509-934,1954-11-27,2521.85,Boa Vista,São Paulo
3273,Maria Fernanda Pires,39,02876-544,1985-06-25,13183.97,Vila Nova Conceição,São Paulo
3274,Calebe Câmara,33,01274-036,1991-07-03,12100.12,Mooca,São Paulo
3275,Luara da Rocha,26,02691-328,1998-11-21,2304.47,Centro,São Paulo
3276,Ana Luiza Araújo,22,02961-751,2003-01-15,11640.16,Bela Vista,São Paulo
3277,Heloísa Lopes,34,03974-707,1991-04-02,1919.69,Itaim Bibi,São Paulo
3278,Elisa Ramos,64,02154-616,1960-12-15,8716.66,Boa Vista,São Paulo
3279,Isaque Teixeira,27,01259-880,1997-12-19,1675.92,Vila Nova Conceição,São Paulo
3280,Cecilia Costela,32,05852-296,1993-02-26,2437.04,Pinheiros,São Paulo
3281,Benjamin Moura,53,04094-034,1972-03-17,8072.8,Mooca,São Paulo
3282,Alexia Macedo,61,02351-676,1964-02-08,7715.57,Santana,São Paulo
3283,Dr. Apollo Freitas,31,05585-351,1994-01-31,1414.47,Centro,São Paulo
3284,Sr. Guilherme Barbosa,70,01776-966,1954-05-26,7121.06,Centro,São Paulo
3285,Dr. Diego Cunha,30,05812-875,1995-04-11,11861.65,Mooca,São Paulo
3286,Clarice Cassiano,61,04034-457,1963-09-28,2065.99,Pinheiros,São Paulo
3287,Bella Costa,32,05199-157,1993-01-05,2703.4,Pinheiros,São Paulo
3288,Enzo Novaes,51,01082-930,1973-08-12,9930.3,Santana,São Paulo
3289,Isadora Gomes,49,03525-180,1976-01-15,2412.98,Itaim Bibi,São Paulo
3290,Luiz Felipe da Cruz,68,03857-468,1956-08-18,1860.13,Vila Nova Conceição,São Paulo
3291,Bento Ferreira,20,05806-784,2004-12-27,1771.94,Bela Vista,São Paulo
3292,Ágatha Macedo,23,03007-165,2001-09-15,1774.24,Centro,São Paulo
3293,Sra. Isabela Pimenta,60,01332-992,1964-07-12,2046.12,Vila Nova Conceição,São Paulo
3294,Maria Julia Rezende,22,05822-818,2003-02-08,2272.05,Liberdade,São Paulo
3295,Hellena Pereira,63,02288-867,1961-09-01,1838.23,Pinheiros,São Paulo
3296,Igor Sampaio,20,01419-999,2004-06-13,11732.92,Boa Vista,São Paulo
3297,Pedro Henrique Peixoto,43,02785-368,1981-06-06,15940.42,Jardim América,São Paulo
3298,Gabriel Novaes,63,02852-945,1961-07-14,3205.6,Bela Vista,São Paulo
3299,Pedro Nunes,43,03191-768,1981-05-12,12261.58,Boa Vista,São Paulo
3300,Pedro Martins,43,01810-324,1982-02-28,3014.78,Jardim América,São Paulo
3301,Stella Sampaio,25,04600-689,1999-11-01,9896.63,Vila Nova Conceição,São Paulo
3302,Sr. Antônio Novaes,29,02880-803,1995-12-12,10379.86,Santana,São Paulo
3303,Bella Gonçalves,66,01180-794,1958-11-17,10510.68,Jardim América,São Paulo
3304,Isabelly Costela,62,02357-713,1962-09-08,14775.84,Liberdade,São Paulo
3305,João Guilherme Rios,66,04591-862,1958-07-23,2450.56,Santana,São Paulo
3306,Henry Gabriel Souza,22,05346-286,2002-08-21,2360.36,Boa Vista,São Paulo
3307,Thales Martins,36,02278-650,1988-08-02,11533.02,Santana,São Paulo
3308,Vinícius Pereira,47,04996-291,1978-04-27,1605.94,Boa Vista,São Paulo
3309,Anthony Porto,25,05136-020,1999-09-20,2766.32,Itaim Bibi,São Paulo
3310,Isabella Moraes,68,04742-681,1956-05-22,2807.3,Itaim Bibi,São Paulo
3311,Luiz Gustavo Cardoso,30,05624-154,1994-05-22,2717.26,Centro,São Paulo
3312,Luiz Miguel Rios,37,05392-329,1987-05-09,2695.76,Boa Vista,São Paulo
3313,Eduarda Novais,25,02813-671,2000-03-05,10992.87,Pinheiros,São Paulo
3314,Sr. Apollo Dias,61,03694-904,1963-09-21,11928.75,Santana,São Paulo
3315,Emilly Rodrigues,46,03263-332,1979-04-22,2295.46,Itaim Bibi,São Paulo
3316,Maysa Camargo,59,04163-236,1965-08-15,2394.42,Jardim América,São Paulo
3317,Théo Melo,28,03908-108,1997-04-29,10758.21,Vila Nova Conceição,São Paulo
3318,Allana da Rosa,49,04837-077,1975-09-19,2350.8,Mooca,São Paulo
3319,Pedro Henrique Câmara,62,03337-280,1963-01-09,1772.96,Mooca,São Paulo
3320,Sophie Cardoso,40,03530-948,1984-06-24,17967.49,Santana,São Paulo
3321,Clara Silva,38,03379-902,1986-06-06,2003.41,Santana,São Paulo
3322,Enzo Nogueira,47,03946-446,1977-11-17,12039.78,Liberdade,São Paulo
3323,Dra. Manuella Martins,69,04703-292,1955-11-13,11137.52,Bela Vista,São Paulo
3324,Enrico da Luz,68,04083-926,1956-09-13,2492.8,Boa Vista,São Paulo
3325,Srta. Melissa Alves,43,04013-494,1981-11-26,10400.11,Bela Vista,São Paulo
3326,Pedro Cardoso,39,05143-000,1986-04-04,2368.7,Boa Vista,São Paulo
3327,Ísis Martins,44,01718-827,1980-05-15,2280.38,Jardim América,São Paulo
3328,Luna Novaes,27,02393-549,1997-07-14,12344.75,Bela Vista,São Paulo
3329,Francisco Araújo,21,04576-315,2004-03-07,1766.75,Jardim América,São Paulo
3330,Dra. Brenda Borges,20,03338-388,2004-06-29,10090.46,Liberdade,São Paulo
3331,Pedro Henrique Cirino,30,02456-144,1994-10-08,13342.03,Itaim Bibi,São Paulo
3332,Arthur Borges,34,01306-829,1990-10-23,3005.29,Centro,São Paulo
3333,Srta. Lorena Nunes,63,04433-543,1961-08-06,2337.5,Vila Nova Conceição,São Paulo
3334,Sra. Marcela Porto,52,05017-067,1972-11-28,2300.37,Vila Nova Conceição,São Paulo
3335,Dr. Renan da Costa,37,01870-670,1987-05-27,15666.98,Vila Nova Conceição,São Paulo
3336,Calebe Siqueira,70,01868-840,1955-01-13,2512.02,Pinheiros,São Paulo
3337,Daniel Lopes,52,05047-529,1973-04-20,2274.08,Centro,São Paulo
3338,Cecília Mendonça,70,01473-962,1955-01-12,11253.62,Bela Vista,São Paulo
3339,Liam Rocha,26,04093-141,1998-06-28,3334.15,Vila Nova Conceição,São Paulo
3340,Srta. Maria Flor Dias,39,04997-514,1986-03-23,2154.72,Centro,São Paulo
3341,Thiago da Conceição,69,01123-800,1955-08-17,9882.5,Santana,São Paulo
3342,Mateus Sales,44,04452-120,1981-04-27,9226.8,Itaim Bibi,São Paulo
3343,Maria Luiza Novaes,53,04533-095,1972-05-01,16907.46,Vila Nova Conceição,São Paulo
3344,Théo Lima,61,04901-678,1963-11-10,2853.96,Santana,São Paulo
3345,Vitória Rodrigues,29,03191-422,1996-02-04,12688.37,Vila Nova Conceição,São Paulo
3346,Davi Lucas da Cruz,63,05185-045,1961-10-06,2339.82,Liberdade,São Paulo
3347,Clarice Cassiano,21,02807-363,2004-03-31,9143.23,Boa Vista,São Paulo
3348,Aylla Novais,36,01970-552,1989-03-16,12682.79,Centro,São Paulo
3349,Ayla Novais,50,03936-216,1975-03-21,1957.22,Jardim América,São Paulo
3350,Thomas Jesus,29,04507-571,1995-05-09,2641.31,Santana,São Paulo
3351,Kaique Mendonça,30,04461-067,1994-11-24,15228.4,Liberdade,São Paulo
3352,Sr. Fernando da Cruz,32,02495-117,1992-11-28,2017.01,Itaim Bibi,São Paulo
3353,Luiz Otávio Brito,40,02408-361,1984-07-11,10180.01,Jardim América,São Paulo
3354,Zoe Barros,69,02321-760,1955-10-21,2049.39,Centro,São Paulo
3355,Luara Rezende,54,05003-485,1970-06-28,13634.62,Bela Vista,São Paulo
3356,Eduarda Fogaça,69,02702-276,1955-07-19,11974.47,Vila Nova Conceição,São Paulo
3357,José Miguel Lopes,36,01550-206,1988-11-14,1837.18,Mooca,São Paulo
3358,Dra. Nicole Cardoso,56,04462-845,1968-09-24,12548.79,Centro,São Paulo
3359,Larissa Farias,23,04175-348,2001-07-30,9942.8,Boa Vista,São Paulo
3360,Benicio da Rocha,37,03549-802,1988-01-01,2033.68,Jardim América,São Paulo
3361,Heitor Freitas,64,04834-948,1960-10-14,2906.78,Mooca,São Paulo
3362,Ana Liz da Rocha,62,05715-258,1962-12-29,2171.33,Bela Vista,São Paulo
3363,Mirella Jesus,30,04266-951,1995-03-01,13254.12,Itaim Bibi,São Paulo
3364,Caroline da Costa,65,05245-224,1960-03-13,12966.02,Itaim Bibi,São Paulo
3365,Sara da Rocha,26,01544-601,1998-08-17,2179.76,Boa Vista,São Paulo
3366,Enzo Gabriel Azevedo,18,03186-885,2006-09-04,2156.78,Pinheiros,São Paulo
3367,Pedro Miguel Mendonça,63,02037-088,1961-11-29,2639.17,Liberdade,São Paulo
3368,Sra. Brenda Ramos,52,01072-181,1972-10-13,14730.11,Boa Vista,São Paulo
3369,Dr. Leonardo Silveira,56,05615-205,1968-08-03,2895.7,Boa Vista,São Paulo
3370,Kaique Vargas,69,03228-091,1955-07-01,10392.86,Itaim Bibi,São Paulo
3371,Vitor da Mota,27,01277-843,1997-05-30,1711.01,Liberdade,São Paulo
3372,Ana Julia Moraes,51,01625-797,1973-08-13,1774.75,Liberdade,São Paulo
3373,Aurora Cavalcante,28,04516-991,1996-07-25,11109.04,Jardim América,São Paulo
3374,Maria Liz Barbosa,57,03150-881,1967-08-08,9427.34,Vila Nova Conceição,São Paulo
3375,Catarina da Cruz,49,03457-165,1975-10-18,3080.74,Mooca,São Paulo
3376,Mirella Ramos,59,02179-103,1966-04-05,11182.25,Pinheiros,São Paulo
3377,Enzo Gabriel da Costa,48,02412-537,1976-08-11,2442.22,Vila Nova Conceição,São Paulo
3378,Sr. Arthur Fogaça,45,04624-916,1979-05-19,2904.84,Bela Vista,São Paulo
3379,José Miguel Novaes,53,03753-581,1972-05-04,11314.65,Santana,São Paulo
3380,Pedro Henrique Santos,65,02034-904,1959-05-22,1917.87,Bela Vista,São Paulo
3381,Levi da Rosa,33,01175-572,1991-05-31,12410.55,Santana,São Paulo
3382,Brayan Carvalho,65,04659-289,1959-06-29,9582.4,Boa Vista,São Paulo
3383,Sabrina Rocha,44,04774-227,1980-12-05,10339.81,Mooca,São Paulo
3384,Camila Pacheco,62,04848-505,1962-12-15,2389.37,Vila Nova Conceição,São Paulo
3385,Ravi Fonseca,47,01508-189,1977-10-16,11608.47,Liberdade,São Paulo
3386,Laís da Paz,54,03307-304,1971-01-08,1890.89,Boa Vista,São Paulo
3387,Nina Araújo,67,04067-700,1957-12-02,8793.6,Liberdade,São Paulo
3388,Davi Lucas Barbosa,22,03497-482,2002-12-02,2461.28,Liberdade,São Paulo
3389,Vitor Hugo Leão,55,05037-048,1969-05-14,9939.94,Jardim América,São Paulo
3390,Cauê Sousa,50,05857-562,1974-11-13,2582.9,Itaim Bibi,São Paulo
3391,Antônio Barbosa,63,01495-280,1962-01-07,10356.96,Pinheiros,São Paulo
3392,Julia Monteiro,55,02332-280,1969-08-09,12060.64,Liberdade,São Paulo
3393,Maria Isis da Cunha,45,02567-287,1980-01-05,2488.49,Itaim Bibi,São Paulo
3394,Valentina Cassiano,32,04139-083,1993-04-30,15201.97,Pinheiros,São Paulo
3395,Ana Beatriz Nunes,35,04657-305,1989-08-07,3060.49,Vila Nova Conceição,São Paulo
3396,Bento Rocha,58,01145-255,1966-12-16,11733.65,Boa Vista,São Paulo
3397,Vinicius Correia,69,03153-711,1955-09-11,9443.74,Centro,São Paulo
3398,Emanuelly Brito,46,03521-993,1979-01-06,2214.17,Vila Nova Conceição,São Paulo
3399,Maria Vitória Cunha,46,05450-585,1979-02-09,10633.94,Bela Vista,São Paulo
3400,Luiz Fernando Albuquerque,33,01964-441,1991-07-18,6979.26,Mooca,São Paulo
3401,Mathias Teixeira,54,04027-492,1971-04-23,12184.38,Bela Vista,São Paulo
3402,Beatriz Fogaça,57,01716-182,1967-12-04,1998.76,Vila Nova Conceição,São Paulo
3403,Isadora Costela,41,02048-250,1984-02-19,9695.4,Santana,São Paulo
3404,Carlos Eduardo Ramos,44,03578-588,1980-08-03,15175.91,Boa Vista,São Paulo
3405,Pedro Miguel Costela,64,03648-218,1960-06-27,9293.01,Mooca,São Paulo
3406,Davi Abreu,21,04155-635,2004-03-14,2332.49,Boa Vista,São Paulo
3407,Vinicius Barros,54,05885-434,1971-05-07,8375.46,Centro,São Paulo
